codigo_fabricante,descricao_do_produto,marca,preco,estoque,localizacao,preco_promoc_varejo
600500,RODA PE BRASILIA  DIR.,VOLKS,"3,81","0,000",,
600499,RODA PE BRASILIA ESQ.,VOLKS,"3,81","0,000",,
6307,RODA PE VW SEDAN FUSCA,RONA,"66,47","1,000",SN-04-06,
DEW07429,ROL COLUNA DIRECAO CORCEL BELINA II DEL REY PAMPA,DEWPA,"140,20","3,000",B6-06,
VKBC20040,ROL RODA DIANT MEGANE SANDERO LOGAN CLIO LIVINA VE,SKF,"300,88","2,000",I2-02,
500324A,ROL.CAMBIO F1000/4000,FORD,"81,31","0,000",,
F45713,ROLAM ALTERN OPAL 4 CIL,GENER,"0,35","0,000",,
32007X,ROLAM LAT/RODA TOWNER CELTA CORSA ASTRA,A&S,"110,01","0,000",X,
533370,ROLAM PINHAO TRAZ GOL 4 MAR,VOLKS,"1,14","0,000",,
1133111151,ROLAMENTO,DIVER,"21,83","0,000",,
21306CC,ROLAMENTO,DIVER,"17,64","0,000",,
F24152,ROLAMENTO 1. VW,VOLKS,"13,86","0,000",,
B1799T1XDDG8CG16,ROLAMENTO ALTERN GOL 95/ (GRANDE) P/ ALTERN INGLES,NSK,"101,49","2,000",I2-12,
6203ZZ,ROLAMENTO ALTERNADOR GRANDE UN,NSK,"26,69","0,000",NB1-37,
6203-2Z,ROLAMENTO ALTERNADOR GRANDE UN,SKF,"34,01","3,000",NB137,
ABRH01004,ROLAMENTO AMORTECEDOR CIVIC 01/11,TEN,"0,00","0,000",X,
VKD35017,ROLAMENTO AXIAL AMORT DUCATO JUMPER BOXER,FIAT,"174,30","0,000",,
39C,ROLAMENTO BUCHA COLUNA DIRECAO C10/D10/D60 C/ FIO,GENER,"57,75","0,000",X,
5039,ROLAMENTO BUCHA COLUNA DIRECAO C10/D10/D60 C/ FIO,WZ,"163,10","0,000",I2- 09,
469/453,ROLAMENTO CAIXA SATELITE F4000 RANGER DANA,TIMKE,"595,88","0,000",X,
M84548510,ROLAMENTO CAMB EIXO PRIMARIO CARAVAN CHEVETTE OPALA,SKF,"155,53","0,000",X,
VKT1000,ROLAMENTO CAMBIO (DUPLO) GOL GV VOY SAV FOX POLO S,SKF,"680,00","1,000",NB2-07,
6307ZNR,ROLAMENTO CAMBIO D10,GENER,"41,22","0,000",I2-013,
6308ZNR,ROLAMENTO CAMBIO F4000,SKF,"85,86","0,000",I2-12,
F232349,ROLAMENTO CAMBIO FOX GOL GV KOMBI 1.4 GOLF POLO CR,VOLKS,"153,30","0,000",,
F555809,ROLAMENTO CAMBIO FOX GOL GV KOMBI 1.4 GOLF POLO CR,VOLKS,"216,30","0,000",,
533365,ROLAMENTO CAMBIO GOL/SAV 1.8,VOLKS,"60,03","0,000",I2-14,
6306ZNR,ROLAMENTO CAMBIO OPALA C/TRAVA,FAG,"90,41","0,000",,
6206NR,ROLAMENTO CAMBIO OPALA CAR CHEVETTE MAR C/ TRAVA,GENER,"35,34","0,000",,
32304,ROLAMENTO CAMBIO TRASEIRO EIXO PRIMARIO CORCEL I II BELINA I II D,DIVER,"92,40","1,000",I2 14,
PL88509C,ROLAMENTO CARDAM FIAT C60/D60/,DIVER,"51,87","0,000",,
PL7520,ROLAMENTO CARDAN C/ BORRACHA OPALA CARAVAN 30MM,GENER,"197,40","0,000",,
51942,ROLAMENTO CARDAN CHEVETTE 73/80 C/ CANECA S/ BORRA,CORCE,"91,16","2,000",I2-12,
51934,ROLAMENTO CARDAN CHEVETTE 81/ S/ CANECA S/ BORRACH,DIVER,"122,50","2,000",I2-12,
PL88508CS,ROLAMENTO CARDAN D700/D70/FORD,FORD,"44,18","0,000",,
PL88508C,ROLAMENTO CARDAN F8000/8500D60,DIVER,"46,11","0,000",,
8008,ROLAMENTO CARDAN FRONTIER 98/07  SEM SUPORTE REI,BCR,"266,00","0,000",X,
R7014,ROLAMENTO CARDAN L200 04/ L200 TRITON,SUPOR,"518,12","1,000",I2-14,
BAC47590RO,ROLAMENTO CARDAN NISSAN FRONTIER 4X2 03/07,IMPOR,"315,00","0,000",,
03881ROL,ROLAMENTO CARDAN RANGER COM SUPORTE 05/09 F250 40MM,SABO,"353,82","0,000",D2--17,
52068049,ROLAMENTO CARDAN S10 BLAZER TODAS (ORIGINAL GM),GENER,"695,21","0,000",,
3317192,ROLAMENTO CLARK,DIVER,"0,35","0,000",,
R1003,ROLAMENTO COLAR DE EMBREAGEM - ESCORT / VERONA CHT,NWO,"33,08","0,000",I2-013,
VKC2215H,ROLAMENTO COLAR EMBR CORSA CELTA AGILE MONTA OMEGA TIGR,SKF,"83,00","1,000",NB144,
F830012,ROLAMENTO COLAR EMBR ESCORT CHT 1.3 1.6,FORD,"63,53","0,000",,
5000745100,ROLAMENTO COLAR EMBR OPALA CARAVAN TODOS,LUK,"177,45","0,000",I2-04,
VKC2080H,ROLAMENTO COLAR EMBR.CORCEL I II DEL PPA 1.4 1.6 C,SKF,"113,99","0,000",NB1-46,
5000233100,ROLAMENTO COLAR EMBR.CORCEL I II DEL PPA 1.4 1.6 C,LUK,"163,85","0,000",NB146,
VKC2238H,ROLAMENTO COLAR MONZA KADETT IPAN 84/ VECTRA ASTRA,SKF,"91,35","0,000",NB1-47,
5000321100,ROLAMENTO COLAR MONZA KADETT IPAN 84/ VECTRA ASTRA,LUK,"210,20","1,000",NB147,
60305,ROLAMENTO COLUNA DIREC GOL PARA SAV SANT F4000 93/,CORCE,"69,30","4,000",A8-05,
DEW07422,ROLAMENTO COLUNA DIREC GOL PARA SAV SANT F4000 93/,DEWPA,"108,05","2,000",A8-05,
128F,ROLAMENTO COLUNA DIRECAO F1000 F350 F4000 WZ5128,DIVER,"75,60","0,000",B6-06,
2044129,ROLAMENTO COLUNA DIRECAO KA FIESTA ESCORT,WZ,"85,00","0,000",X,
F110573.06,ROLAMENTO COLUNA DIRECAO UNO PREMIO PALIO SIENA,INA,"58,47","1,000",I2-04,
300227,ROLAMENTO COXIM AMORTECEDOR DIANTEIRO CRUZE 2011/...,CORCE,"139,80","2,000",E10-07,
544014B,ROLAMENTO CÂMBIO FORD CORCEL PAMPA DUPLO 544014B FAG,FAG,"198,45","0,000",I2-013,
SN1812,ROLAMENTO DA CAIXA DE DIRECAO - GALAXIE / F100 / OPALA,INA,"0,37","0,000",I2-013,
VKBC20002,ROLAMENTO DA RODA DIANTEIRA - HB20 1.0 1.6 2012/... COM E SEM ABS,SKF,"259,20","2,000",I2-01,
02A141165G,ROLAMENTO DE EMBREAGEM  GOLF 1.6 E 1.8 TURBO 20V 1998 A 2007,NWO,"59,56","1,000",I2-12,
VKC2518H,ROLAMENTO DE EMBREAGEM - 206 307 C3 C4,SKF,"101,55","-1,000",I2-04,
90250663,ROLAMENTO DE EMBREAGEM - CORSA / OMEGA / CELTA / PRISMA,NWO,"80,23","1,000",I2-12,
FD124,ROLAMENTO DE EMBREAGEM - ESCORT E VERONA CHT 1.6,CVR,"17,00","1,000",I2-013,
FD127,ROLAMENTO DE EMBREAGEM - FORD CARGO TODOS,CVR,"39,46","1,000",I2-013,
532661,ROLAMENTO DE EMBREAGEM - FORD F100 MAVERICK RURAL 4 CILINDROS,MOTOR,"0,00","0,000",I2-013,
LES3266,ROLAMENTO DE EMBREAGEM - FORD F100 MAVERICK RURAL 4 CILINDROS,L&S,"55,60","4,000",I2-013,
GM131,ROLAMENTO DE EMBREAGEM - FORD F100 MAVERICK RURAL 4 CILINDROS,CVR,"164,27","0,000",I2-013,
FD125,ROLAMENTO DE EMBREAGEM - FORD F700 750 70000 D700 JAVALI,CVR,"0,00","1,000",I2-013,
VKC2516H,ROLAMENTO DE EMBREAGEM - XANTIA / XSARA / 206 COM ABA,SKF,"110,76","0,000",I2-04,
18661,ROLAMENTO DE EMBREAGEM CIVIC FIT NEW FIT CITY,ROC,"392,65","0,000",,
VKBC20031,ROLAMENTO DE RODA DIANTEIRA - CITROEN C3 / PEUGEOT 207,SKF,"319,16","2,000",I2-04,
30205,ROLAMENTO DE RODA DIANTEIRA EXT 30205 - H100 / TRAFIC / TOPIC,SKF,"60,53","1,000",I2-14,
DAC427639,ROLAMENTO DE RODA DIANTEIRO - SORENTO SANTA FE TUCSON,PRO A,"382,57","0,000",,
LM12749,ROLAMENTO DIANT EXT RANGER 4X2 95/11,TIMKE,"239,59","2,000",NB1-20,
LM12749/710,ROLAMENTO DIANT EXT RANGER 4X2 95/11,SKF,"97,94","1,000",NB1-20,
ALR4587,ROLAMENTO DIANTEIRO AZERA 3.3 06/11 ROL MAIOR,IMA,"328,86","0,000",X,
VKBC6682,ROLAMENTO DIANTEIRO C/ ABS DUSTER 1.6 16V 4X4 2010/...,SKF,"315,00","0,000",I2 -05,
XGB43748S01R,ROLAMENTO DIANTEIRO CITY 1.5 16V 09/... WRV 1.5 16V 17/...,NTN,"266,25","1,000",I2-06,
387233,ROLAMENTO DIANTEIRO COROLLA 1.6 1.8 C / S ABS /02,VETOR,"363,01","0,000",X,
VKBC20014,ROLAMENTO DIANTEIRO I30 2.0 16V 09/12,SKF,"252,00","0,000",X,
VKBC41010,ROLAMENTO DIANTEIRO KWID 1.0 12V GII G2 22/...,SKF,"336,09","1,000",I2-01,
ALR621785ABS,ROLAMENTO DIANTEIRO NIVUS POLO TCROSS VIRTUS 1.0 TSI 19/...,IMA,"375,45","1,000",X,
ALR311443ABS,ROLAMENTO DIANTEIRO POLO 1.0 1.6 MSI 18/... VIRTUS MSI 1.6 18/...,IMA,"428,95","2,000",I2-01,
VKBC20032,ROLAMENTO DIANTEIRO RENAULT MASTER NOVA 13/...,SKF,"587,54","1,000",NB1-16,
M88048,ROLAMENTO DIFERENCIAL DIANT F1000 CHEVETTE OPALA,TIMKE,"145,40","1,000",I2 14,
JL69349JL69310,ROLAMENTO DIFERENCIAL MONZA KADETT VECTRA,TIMKE,"120,98","0,000",I2-013,
F45358N,ROLAMENTO DO CAMBIO - CORCEL BELINA DEL REY 5 MARCHAS,INA,"109,15","0,000",I2-013,
25590/25523,ROLAMENTO DO DIFERENCIAL LATERAL DA COROA D10 D20 F1000,TIMKE,"119,55","0,000",I2-12,
25577/25523,ROLAMENTO DO DIFERENCIAL LATERAL DA COROA F1000,TIMKE,"183,11","0,000",,
31594/31520,ROLAMENTO DO PINHAO DIANTEIRO D10/D20 F1000,TIMKE,"204,97","0,000",,
02872/02820,ROLAMENTO DO PINHAO DIANTEIRO F1000 D10/D20,TIMKE,"174,28","0,000",,
VKBC20037,ROLAMENTO DUPLO DE RODA AUDI 1996/ GOLF 1998/,SKF,"251,79","0,000",I2-06,
542327,ROLAMENTO DUPLO PINHAO TRAS GOL PAR SAV SANTANA 5M,VOLKS,"261,03","0,000",,
1133112191,ROLAMENTO DUPLO PINHAO VW/BRAS,VOLKS,"264,14","0,000",,
F12470,ROLAMENTO EIXO DIANT KOMBI 67/ 96/ TODAS INF SUPER,INA,"71,66","0,000",I2-03,
F12748,ROLAMENTO EIXO DIANT VW SEDAN BRASILIA INFERIOR,INA,"83,86","0,000",I2-03,
F3860,ROLAMENTO EIXO DIANT VW SEDAN BRASILIA SUPERIOR,INA,"80,98","0,000",I2-03,
F44322,ROLAMENTO EIXO INTERM CAMBIO OPALA,FAG,"176,40","0,000",X,
44322C,ROLAMENTO EIXO INTERM CAMBIO OPALA S10,COBRA,"297,08","0,000",X,
9303104,ROLAMENTO EIXO PILOTO CHEVETTE MARA CHEVY F100,INA,"16,94","0,000",I2 -03,
30203A,ROLAMENTO EIXO PILOTO CORCEL / RODA DIANT TOWNER,FAG,"22,30","1,000",I2-013,
712072110,ROLAMENTO EIXO PILOTO CORCEL BELII GOL 1.0 1.6 CHT,INA,"48,35","1,000",I2-03,
4100009100,ROLAMENTO EIXO PILOTO GOL 1.6 1.8 2.0 GOL AT 1.0,LUK,"30,45","3,000",I2-03,
F45775,ROLAMENTO EIXO PILOTO UNO/PRE.,FIAT,"71,37","0,000",,
F4644,ROLAMENTO EIXO PILOTO VW SEDAN BRASILIA KOMBI,VOLKS,"110,25","0,000",,
32304A,ROLAMENTO EIXO PRIMARIO TRASEIRO - CORCEL BELINA 2 32304A,FAG,"33,23","0,000",I2-14,
5001138100,ROLAMENTO EMB F4000 CUMMINS 96/98 CARGO 814 815 3.9,LUK,"384,77","1,000",I2 14,
VKC2168H,ROLAMENTO EMBR FIAT 147 UNO PALIO STRADA TODOS,SKF,"191,18","1,000",NB151,
5000202110,ROLAMENTO EMBR FIAT 147 UNO PALIO STRADA TODOS,LUK,"149,23","1,000",NB1-51,
VKC5052H,ROLAMENTO EMBR.C10 D10 D20 D40 SILVERADO,SKF,"288,40","0,000",NB1-48,
CE1013,ROLAMENTO EMBR.C10 D10 D20 D40 SILVERADO,MTF,"228,00","0,000",NB1-48,
CE1012,ROLAMENTO EMBR.CHEVETTE MARAJO CHEVY,MTF,"287,81","0,000",I2-04,
VKC5045,ROLAMENTO EMBR.CHEVETTE MARAJO CHEVY,SKF,"157,50","0,000",I2-04,
VKC5062,ROLAMENTO EMBR.D60/PERKINS/F4000 F45535 VKC5062,SKF,"87,32","0,000",,
526468,ROLAMENTO EMBR.F4000,FORD,"130,98","0,000",,
5000440100,ROLAMENTO EMBR.GOL AT MI 1.0 8V 16V LOGUS 1.6 1.8,LUK,"155,33","7,000",NB145,
VKC2241,ROLAMENTO EMBR.GOL AT MI 1.0 8V 16V LOGUS 1.6 1.8,SKF,"119,13","1,000",NB145,
5000172110,ROLAMENTO EMBR.VW FUSCA 73/ GOL/PASSA SANTANA PAMPA AP 1.6 1.8,LUK,"143,52","3,000",NB143,
VKC2091,ROLAMENTO EMBR.VW FUSCA 73/ GOL/PASSA SANTANA PAMPA AP 1.6 1.8,SKF,"184,80","1,000",NB1-43,
GM133,ROLAMENTO EMBREA MONZA/KADET/IPANEMA,GENER,"15,25","0,000",X,
VW113,ROLAMENTO EMBREAGEM - VW FUSCA KOMBI BRASILIA GOL 1975/...,CVR,"88,20","0,000",I2-013,
500075810,ROLAMENTO EMBREAGEM CLIO 1.0 16V 01/05 LOGAN 1.0 16V 07/13,LUK,"173,51","1,000",I2-12,
5001175100,ROLAMENTO EMBREAGEM GOL GV FOX CROSSFOX ((APLICAR AL859,LUK,"124,91","0,000",NB1-49,
971427,ROLAMENTO EMBREAGEM HILUX 2.5 3.0,ROC,"341,27","0,000",X,
918663,ROLAMENTO EMBREAGEM HILUX 2.8 4X4,ROC,"302,67","0,000",X,
VKC2523H,ROLAMENTO EMBREAGEM S/ABA C4 C5 XSARA BERL 206 SEM ABA,SKF,"103,62","1,000",I2-04,
306924,ROLAMENTO ENCOSTO 4. VW SEDAN 505916,VOLKS,"252,00","0,000",,
F45715,ROLAMENTO ENGREN 5 M CORCEL,DIVER,"45,51","0,000",,
PL88107C,ROLAMENTO ESFERA CARDAN C10 D10 D20 S10 F100 F4000,GENER,"97,65","0,000",,
30304,ROLAMENTO EXT RODA DIANT VW SEDAN 5 FUROS TRAS EX.CORCEL I,SKF,"203,16","2,000",I2-013,
CAP30304AJR,ROLAMENTO EXT RODA DIANT VW SEDAN 5 FUROS TRAS EX.CORCEL I,KOYO,"134,51","0,000",,
802731,ROLAMENTO EXT RODA TRAS F4000,MERIT,"142,84","0,000",X,
368A362A,ROLAMENTO EXT RODA TRAS F4000,SKF,"164,59","0,000",X,
LM12649/610/Q,ROLAMENTO EXT.R.D.C10 D10 D20 /92  DIANT EXT S10 F1000,SKF,"112,71","-1,000",NB121,
KM12649M12610,ROLAMENTO EXT.R.D.C10 D10 D20 /92  DIANT EXT S10 F1000,FAG,"87,10","0,000",NB1-21,
M12649,ROLAMENTO EXT.R.D.C10 D10 D20 /92  DIANT EXT S10 F1000,TIMKE,"100,73","5,000",NB121,
15101245,ROLAMENTO EXT.RODA DIANT F2000 F4000 82/,SKF,"88,20","0,000",X,
2789X,ROLAMENTO EXTERNO EIXO PILOTO S10,COBRA,"217,14","0,000",X,
SET471,ROLAMENTO EXTERNO RODA DIANT F2000 F4000 82/ F250 F350,TIMKE,"183,23","1,000",I2 012,
524800,ROLAMENTO F600/F700/F750/F7000/2,FORD,"177,87","0,000",XXXXXXX,
6202-2Z,ROLAMENTO GERADOR VW TDS,SKF,"24,64","5,000",NB137,
6202DDU,ROLAMENTO GERADOR VW TDS,NSK,"29,14","1,000",NB137,
398220,ROLAMENTO INT RODA TRAZ F4000,SKF,"180,18","0,000",X,
L44649/610QVK210,ROLAMENTO INT.RODA DIANT TRAS CORCEL I II CHEVETTE,SKF,"110,08","5,000",NB124,
LVB1870830,ROLAMENTO INT.RODA DIANT TRAS CORCEL I II CHEVETTE,LUCAS,"36,04","0,000",NB1-24,
ALR4464910,ROLAMENTO INT.RODA DIANT TRAS CORCEL I II CHEVETTE,IMA,"42,93","2,000",NB1-24,
L45449/L45410,ROLAMENTO INT.RODA DIANT TRAS VW GOL MONZA ESCORT CORSA GRANDE,TIMKE,"90,86","0,000",NB125,
BT10607/Q,ROLAMENTO INT.RODA DIANT TRAS VW GOL MONZA ESCORT CORSA GRANDE,SKF,"63,97","6,000",NB125,
LM48548/510/Q,ROLAMENTO INTERNO RODA DIANT A C D10 D20 F100 F1000,SKF,"92,36","9,000",NB126,
LM48510,ROLAMENTO INTERNO RODA DIANT A C D10 D20 F100 F1000,TIMKE,"88,04","2,000",NB126,
62682RSC3,ROLAMENTO JAPONES,BEARI,"138,18","0,000",X,
1826400,ROLAMENTO LAT COROA DIR CORCEL BEL DEL REY PAMPA,DIVER,"166,32","0,000",,
25523590,ROLAMENTO LAT COROA DIR ESQ DANA F1000 D20 90/...,DIVER,"197,51","0,000",XXXXXXX,
LM29749710,ROLAMENTO LAT COROA ESCORT VERO POLO LOGUS GOLF,DIVER,"68,25","0,000",,
30207J2,ROLAMENTO LAT COROA ESQ CORCEL BEL DEL REY PAMPA,FORD,"92,78","0,000",,
28202872,ROLAMENTO LAT DIF D10,GENER,"109,15","0,000",,
60304912,ROLAMENTO LAT DIF D10,GENER,"1,14","0,000",,
25523577,ROLAMENTO LAT DIF DIR ESQ F1000 79/ DANA,FORD,"189,43","0,000",,
368A362X,ROLAMENTO LAT.COROA D20/EXTD40,TIMKE,"134,40","0,000",I2-12,
LM29749711,ROLAMENTO LAT.COROA ESQ/DIR ESCORT FIESTA CHEV OPA,FORD,"58,91","0,000",,
387A382A,ROLAMENTO LATERAL DA COROA - F4000 AGRALE CAMINHAO GM,TIMKE,"120,34","2,000",I2-12,
1826400,ROLAMENTO LATERAL DIR CORCEL,FORD,"46,96","0,000",,
BB1B631046B,ROLAMENTO LATERAL DO CAMBIO - PALIO / UNO / SIENA / MAREA,SKF,"249,76","0,000",,
3312547,ROLAMENTO PILOTO FORD F350 F400 F600 F750 GM C60 D60 D400 4 MARCH,EATON,"439,24","0,000",,
F455042,ROLAMENTO PINHAO CORCEL TDS SIMPLES ROLETE.,FORD,"259,88","0,000",,
F82741,ROLAMENTO PINHAO DIANT - PASSAT GOL SAV SANT AP 1.6,INA,"127,51","0,000",I2-013,
86649610,ROLAMENTO PINHAO DIANT S10 BLAZER 97/ RANGER 4X4,DIVER,"99,33","0,000",,
84510548,ROLAMENTO PINHAO DINT OPA/CHEV,GENER,"49,43","0,000",,
25824252,ROLAMENTO PINHAO EXT DIANT S10 TRAILBALZER 12/22,CHEV,"204,15","0,000",X,
31594520,ROLAMENTO PINHAO F1000,FORD,"250,79","0,000",,
88648610,ROLAMENTO PINHAO TRAS S10 BLAZER 97/ RANGER 4X4,DIVER,"103,95","0,000",,
HM807040/010,ROLAMENTO PINHAO TRASEIRO F4000 RANGER DANA,TIMKE,"893,11","0,000",X,
25824251,ROLAMENTO PINHAO TRASEIRO S10 12/...,CHEV,"433,65","0,000",X,
802011048,ROLAMENTO PINHAO TRAZ.C10/D10/,TIMKE,"100,49","0,000",I2-12,
F5082,ROLAMENTO PINHAO VW 1133113752,VETOR,"261,29","0,000",X,
HM88542/510,ROLAMENTO PONTA PINHAO RANGER F4000 DANA,TIMKE,"304,50","0,000",X,
540705,ROLAMENTO PRIMARIO TRAS CAMBIO GOL PARA SANTA 5M,VOLKS,"144,38","0,000",,
ALR311315,ROLAMENTO R.DIANT.VW GOL/PARA/SAV 82/93 PASSAT 74/,IMA,"111,50","0,000",NB1-03,
BAHB311315ADB,ROLAMENTO R.DIANT.VW GOL/PARA/SAV 82/93 PASSAT 74/,SKF,"170,83","5,000",NB1-03,
F23615,ROLAMENTO REDUCAO KOMBI /82,VOLKS,"42,27","0,000",,
LVB311315,ROLAMENTO ROD DIANT GOL PARAT SAV 82/93 PASSAT 74/,LUCAS,"127,40","0,000",NB1-03,
VKBC20013,ROLAMENTO RODA DIANT 106 206 306 XSARA XSA PI S/AB,SKF,"304,50","1,000",I2-03,
BAH0051AB,ROLAMENTO RODA DIANT 106 206 306 XSARA XSA PI S/AB,SKF,"142,80","0,000",I2-03,
ALR0051,ROLAMENTO RODA DIANT 106 206 306 XSARA XSA PI S/AB,IMA,"157,10","0,000",I2-03,
VKBC20033,ROLAMENTO RODA DIANT AZERA IX35 SANTA FE SONAT TUCSO S,SKF,"403,57","1,000",I2-01,
ALR40574,ROLAMENTO RODA DIANT C/ABS C3 C4 C5 207 307 308 AIRCRO,IMA,"162,52","0,000",I2-01,
VKBC20011,ROLAMENTO RODA DIANT C/ABS C3 C4 C5 207 307 308 AIRCRO,SKF,"434,85","2,000",I2-01,
XGB40574R,ROLAMENTO RODA DIANT C/ABS C3 C4 C5 207 307 308 AIRCRO,SNR,"285,14","1,000",I2-01,
BAH0186D,ROLAMENTO RODA DIANT C/ABS C3 C4 C5 207 307 308 AIRCRO,SKF,"208,95","0,000",I2-01,
BAH0094,ROLAMENTO RODA DIANT CLIO KANGOO LAGUNA LOGAN IDEA,SKF,"162,75","0,000",NB1-05,
ALR4078ABS,ROLAMENTO RODA DIANT COBALT ONIX PRISMA SONIC SPIM TRA,IMA,"182,12","0,000",NB1-12,
VKBC4219,ROLAMENTO RODA DIANT COBALT ONIX PRISMA SONIC SPIM TRA,SKF,"331,12","3,000",NB112,
XGB44594T02S,ROLAMENTO RODA DIANT COBALT ONIX PRISMA SONIC SPIM TRA,NTN,"211,70","0,000",NB112,
VKBA6831A,ROLAMENTO RODA DIANT COROLLA 1.6 1.8 C/S/ABS 02/19,SKF,"325,99","2,000",I2-02,
ALR4074,ROLAMENTO RODA DIANT COROLLA 1.6 1.8 C/S/ABS 02/19,IMA,"183,31","0,000",I2-02,
BAH636114B/VK210,ROLAMENTO RODA DIANT CORSA /02 CELTA PRISMA AGILE,SKF,"122,77","9,000",NB101,"105,000"
ALR636114,ROLAMENTO RODA DIANT CORSA /02 CELTA PRISMA AGILE,IMA,"123,75","0,000",NB101,
LVB636114,ROLAMENTO RODA DIANT CORSA /02 CELTA PRISMA AGILE,LUCAS,"110,15","0,000",NB1-01,
32008X,ROLAMENTO RODA DIANT DIF S10 TRAILBLAZER,SKF,"104,11","4,000",I2-03,
32009X,ROLAMENTO RODA DIANT DIFERENCIAL S10 TRAILBLAZER,SKF,"187,43","0,000",X  X  X,
VKBC20022,ROLAMENTO RODA DIANT DUCATO ARO 16 JUMPER BOXER DA,SKF,"560,04","2,000",I2-02,
VKBC20020,ROLAMENTO RODA DIANT DUCATO JUMPER BOXER,SKF,"544,38","1,000",I2-01,
RM1510315243,ROLAMENTO RODA DIANT EXT.D20 D40 92/,AUTH,"90,22","0,000",I2 -10,
802741,ROLAMENTO RODA DIANT EXT.D20 D40 92/,MERIT,"103,02","1,000",I2 -10,
15103S243,ROLAMENTO RODA DIANT EXT.D20 D40 92/,A&S,"116,68","0,000",I2 -10,
545312A,ROLAMENTO RODA DIANT FIAT 147 PANORAMA SPAZIO,FAG,"167,12","2,000",I2-01,
VKBC20046,ROLAMENTO RODA DIANT FIAT 147 PANORAMA SPAZIO,SKF,"148,79","0,000",I2-01,
VKBC4501,ROLAMENTO RODA DIANT FIESTA 02/ C/ABS ECOSPORT 02/ C/A,SKF,"219,40","0,000",I2-01,
VKBC4220,ROLAMENTO RODA DIANT FIESTA 02/ C/ABS ECOSPORT 02/ C/A,SKF,"197,66","6,000",I2-01,"173,000"
VKBC20009,ROLAMENTO RODA DIANT FIESTA 02/ C/ABS ECOSPORT 02/ C/A,SKF,"196,25","0,000",I2-01,
ALR0106ABS,ROLAMENTO RODA DIANT FIESTA 02/ C/ABS ECOSPORT 02/ C/A,IMA,"155,21","0,000",I2-01,
VKBC4221,ROLAMENTO RODA DIANT FIORI 94/ STRADA DOBLO CLIO,SKF,"158,79","4,000",NB1-05,
ALR633531,ROLAMENTO RODA DIANT FIORI 94/ STRADA DOBLO CLIO,IMA,"113,85","0,000",NB1-05,
LVB0094,ROLAMENTO RODA DIANT FIORI 94/ STRADA DOBLO CLIO,LUCAS,"142,36","0,000",NB1-05,
BAH0012AD/VK210,ROLAMENTO RODA DIANT FIORI 94/ STRADA DOBLO CLIO,SKF,"152,15","0,000",NB1-05,
LVB0036,ROLAMENTO RODA DIANT GOL 94/ GOL GV FIESTA COURI F,LUCAS,"137,99","0,000",NB1-02,
BAH0206,ROLAMENTO RODA DIANT GOL 94/ GOL GV FIESTA COURI F,SKF,"147,77","0,000",NB102,
ALR0036,ROLAMENTO RODA DIANT GOL 94/ GOL GV FIESTA COURI F,IMA,"114,95","0,000",NB1-02,
BAH0036/VK210,ROLAMENTO RODA DIANT GOL 94/ GOL GV FIESTA COURI F,SKF,"131,00","16,000",NB102,"110,000"
80376903,ROLAMENTO RODA DIANT GOL PARA GV 08/POLO FOX C/ABS,FAG,"186,90","0,000",I2-01,
VKBC20023,ROLAMENTO RODA DIANT GOLF /07-98 POLO CORDOB IBIZA,SKF,"278,54","0,000",I2-01,
ALR311443,ROLAMENTO RODA DIANT GOLF /07-98 POLO CORDOB IBIZA,IMA,"182,33","0,000",I2-01,
BAHB311443,ROLAMENTO RODA DIANT GOLF /07-98 POLO CORDOB IBIZA,SKF,"176,40","0,000",I2-01,
F801136,ROLAMENTO RODA DIANT GOLF 99/ AUDI A3 BORA,FAG,"240,70","1,000",I2-10,
801136,ROLAMENTO RODA DIANT GOLF 99/ AUDI A3 BORA,LUCAS,"113,40","0,000",X,
VKBA6916A,ROLAMENTO RODA DIANT HONDA NEW CIVIC C/ABS 06/,SKF,"415,25","1,000",I2-01,
KLM501349,ROLAMENTO RODA DIANT INT F2000 F4000 82/ F350 SPRINTER,FAG,"121,61","0,000",I2-03,
LM501349310Q,ROLAMENTO RODA DIANT INT F2000 F4000 82/ F350 SPRINTER,SKF,"138,62","1,000",I2-03,
LM50134910,ROLAMENTO RODA DIANT INT F2000 F4000 82/ F350 SPRINTER,BEARI,"153,68","0,000",I2-03,
330757C/Q,ROLAMENTO RODA DIANT INT/EXT CORCEL/BEL/PAMPA,SKF,"123,92","6,000",NB1-30,
ALR7834910,ROLAMENTO RODA DIANT INT/EXT CORCEL/BEL/PAMPA,IMA,"53,21","0,000",NB1-30,
KLM78349,ROLAMENTO RODA DIANT INT/EXT CORCEL/BEL/PAMPA,FAG,"91,83","0,000",NB1-30,
ALR0004,ROLAMENTO RODA DIANT MAREA MAREA 2.0 2.4 16V 20V,IMA,"176,59","0,000",I2-07,
VKBA1480,ROLAMENTO RODA DIANT MONDEO,FORD,"388,08","0,000",,
ALR803775,ROLAMENTO RODA DIANT NOVO CORSA 02/ MONTANA MERIVA,IMA,"96,03","0,000",NB1-06,
VKBA3600A,ROLAMENTO RODA DIANT NOVO CORSA 02/ MONTANA MERIVA,SKF,"155,59","8,000",NB106,
LVB443648,ROLAMENTO RODA DIANT NOVO CORSA 02/ MONTANA MERIVA,LUCAS,"81,90","0,000",NB1-06,
