Produto,Descrição,Localização,Código Família,Quant. Estoque,Preço Venda,Unidade
08241120X15,CORREIA UNO/PREMIO/ELBA/SPAZIO/OGGI 1.3 ALC DENTAD,SUP-1,CORRE,0,"31,54",PC
08241121X15,CORREIA UNO/PREMIO/ELBA/SPAZIO/OGGI 1.3 GAS DENTAD,SUP-1,CORRE,2,"28,35",PC
138SHPN150,CORREIA UNO/STRADA 1.6 8V/TIPO 99138X15 DENTADA,A-SUP FINAL,CORRE,0,"36,38",PC
CT1185,CORREIA UP 1.0 12V 13/ DENTADA 81 DENTES,A SUP FINAL,CORRE,0,"77,46",PC
04E121605M,CORREIA UP 1.0 3CIL BOMBA D AGUA,Z-37,CORRE,1,"99,00",PC
CT1167,CORREIA UP/GOL/FOX 12V 13/ 163 DENTES DENTADA,A-SUP FINAL,CORRE,1,"189,00",PC
08240812X24HNB,CORREIA VECTRA 2.0 16V 96/97 DENTADA,GANCHO,CORRE,0,"156,45",PC
08240819X24HNB,CORREIA VECTRA 2.2 16V 98/ 2.4 16V 04/09 DENTADA,GANCHO,CORRE,0,"147,00",PC
6PK1900,CORREIA VECTRA 2.2 8/16V 98..GIR/ALT/DH/ACD,Z-14,CORRE,2,"77,00",PC
176ST240,CORREIA VECTRA GLS 2.0 16V 94/96 DENTADA,SUP-09,CORRE,0,"130,78",PC
082K060748,CORREIA VECTRA/ASTRA 2.0 C/AR 94/ CORSA 1.6 C/AR/D,,CORRE,0,"60,58",PC
082K060679,CORREIA VECTRA/CALIBRA 94/ C/ S/AR VERSS AP S/DIR.,Z-,CORRE,0,"43,33",PC
08240707X20HNB,CORREIA VECTRA/OMEGA 2.2/BLAZER/S10 2.2 /98 DENTA,GANCHO,CORRE,4,"135,00",PC
0827410PO,CORREIA VENT S10/AC10-14-20-/PEUGEOT,Z-27,CORRE,1,"20,97",PC
6PK2475,CORREIA VERACRUZ,,CORRE,0,"155,00",PC
6PK989ELAS,CORREIA VW UP 1.0 12V 12/ GIR/ALT,Z-37,CORRE,1,"80,00",PC
03L998037C,CORREIA VW UP 1.0 ALTERNADOR ORIGINAL VW,,CORRE,0,"286,65",PC
6PK1670,CORREIA ZAFIRA ALT/ACD DIR ELETRO HIDRAULICA,,CORRE,0,"53,53",PC
5563,CORRENTE TENSOR COROLLA 1.6/1.8 02/,,CORRE,0,"1102,50",PC
129-9,CORRENTE TENSOR FIESTA/COURIER ZETEC (KIT),D-334,CORRE,1,"420,00",JG
VKML42002A,CORRENTE TENSOR PALIO/STRADA E-TORQ,D-333,CORRE,2,"800,00",JG
70993658,CORRENTE TENSOR RANGER 3.0,D-334,CORRE,0,"2699,42",PC
55226611,GUIA CORRENTE PALIO/STRADA E-TORQ,,CORRE,0,"250,00",PC
55280700,GUIA CORRENTE PALIO/STRADA E-TORQ,,CORRE,0,"450,00",PC
CT1003K1,KIT CORREIA,,CORRE,0,"685,00",PC
CT718K3,KIT CORREIA 206/207 1.4 04/ C3 03/ DENTADA,,CORRE,1,"315,00",PC
CT1139K2,KIT CORREIA AMAROK 2.0 11/ S/BOMBA D AGUA,A-SUP FINAL,CORRE,0,"1180,00",PC
5300550100,KIT CORREIA AMAROK 2.0 11/ S/BOMBA D AGUA,,CORRE,1,"1180,00",PC
5300237100,KIT CORREIA C3 1.6 16V,A-SUP FINAL,CORRE,0,"561,75",PC
530019510,KIT CORREIA CLIO/KANGOO/LOGAN/SANDERO 1.0 16V,A-SUP FINAL,CORRE,0,"420,00",JG
CT1077K2,KIT CORREIA CRUZE 1.8 16V 11/ SONIC 1.6 12/,A-SUP FINAL,CORRE,0,"1200,00",PC
CT1130K3,KIT CORREIA DENTADA DUSTER/MEGANE 2.0 16V 05/,A-SUP FINAL,CORRE,0,"1102,50",KT
CT879K1,KIT CORREIA DENTADA PALIO/MAREA/DOBLO 1.6 16V,A-SUP FINAL,CORRE,0,"625,00",KIT
CT1089K1,KIT CORREIA HILUX 2.5/3.0 16V DENTADA,A-SUP FINAL,CORRE,4,"799,00",PC
KTB400,KIT CORREIA L200/HR/PAJERO 2.5 96/,,CORRE,0,"682,50",PC
CT1126K1,KIT CORREIA LOGAN/SANDERO 07/ DUSTER 11/ 1.6 16V,A-SUP FINAL,CORRE,0,"550,00",JG
7089066,KIT CORREIA PALIO/STRA FIRE 1.4 09/ DENTADA/TENSOR,A-SUP FINAL,CORRE,0,"338,00",PC
KS316,KIT CORREIA S10 2.8 12/13 180CV *171 DENTES*,,CORRE,1,"670,00",PC
KS317,KIT CORREIA S10 2.8 14/ 200CV *167 DENTES*,,CORRE,1,"750,00",PC
CT1065K3,KIT CORREIA TENSOR C4/206/307 1.6 16V C/2 TENSORES,A-SUP FINAL,CORRE,0,"556,50",PC
KTB759,KIT CORREIA TORO/RENEGADE/COMPASS DIESEL 15/ DENT,A-SUP FINAL,CORRE,7,"900,00",PC
KTB951,KIT CORREIA TUCSON/I30/IX35 2.0 16V DENTADA,A-SUP FINAL,CORRE,1,"500,00",KIT
7089067,KIT CORREIA UNO/PALIO FIRE 1.0 09/ DENTADA/TENSOR,A-SUP FINAL,CORRE,3,"338,00",PC
CT1167K1,KIT CORREIA UP/GOL/FOX 3 CIL | GOL/SAV 1.6 16V MSI,A-SUP FINAL,CORRE,8,"599,00",PC
0831T4,KIT CORREIA/TENSOR PICASSO/C4//C5/307/407/ 2.0 16V,A-SUP FINAL,CORRE,0,"600,00",PC
27575,KIT CORRENTE FRONTIER,,CORRE,0,"2381,40",PC
7083796,PROTETOR CORREIA DENTADA PALIO 1.8 INFERIOR,E-161,CORRE,0,"104,74",PC
GN1G6K245BD,ROLAMENTO ECOSPORT/KA 1.5 DRAGON CORREIA DENT,CORREIA+TENSOR JUNTOS NO A-SUP,CORRE,1,"1050,00",PC
012ATU44,ABRACADEIRA ESCAPAMENTO U 1 3/4,B-148,COX,36,"8,50",PC
012ATU43,ABRACADEIRA ESCAPAMENTO U 1 5/8,B-147,COX,2,"8,40",PC
012ATU48,ABRACADEIRA ESCAPAMENTO U 1 7/8,B-149,COX,126,"8,50",PC
012ATU51,ABRACADEIRA ESCAPAMENTO U 2,B-150,COX,0,"8,40",PC
012ATU64,ABRACADEIRA ESCAPAMENTO U 2 1/2,B-178,COX,2,"13,00",PC
012ATU54,ABRACADEIRA ESCAPAMENTO U 2 1/8,B-151,COX,10,"9,00",PC
JP109,ABRACADEIRA ESCAPAMENTO U 3,B-177,COX,9,"13,00",PC
PL7772,ABRACADEIRA ESCAPAMENTO D20/SILVERADO C/SUPOR,E-214,COX,0,"60,98",PC
258K30240,ABRACADEIRA ESCAPAMENTO KADET GS C/COXIM,,COX,0,"15,98",PC
258K30242,ABRACADEIRA ESCAPAMENTO MONZA/KADET C/COXIM,B-181,COX,1,"35,00",PC
JP065,ABRACADEIRA ESCAPAMENTO PEUGEOT 206/CLIO,B-180,COX,2,"30,00",PC
ATU70,ABRACADEIRA ESCAPAMENTO TIPO U,,COX,9,"11,55",PC
012ATT101,ABRACADEIRA ESCAPAMENTO VW C/PARAFUSO,F-171,COX,2,"4,37",PC
3718,ANEL ESCAPAMENTO CHEVETTE,B-163,COX,85,"3,15",PC
JP1153F,ANEL ESCAPAMENTO ESCORT/VERONA 1.6 CHT,B-136,COX,0,"22,00",PC
JP1181F,ANEL ESCAPAMENTO GOL/SANTANA/VOYAGE/SAVEIRO 1.8,B-136,COX,2,"22,00",PC
JP1239F,ANEL ESCAPAMENTO SANTANA/QUANTUM/VERSAILES,B-136,COX,1,"25,00",PC
66841,ANEL ESCAPAMENTO SANTANA/VERSALLES AP 2.0,B-182,COX,0,"22,00",PC
1023,ANEL ESCAPAMENTO UNO/PREMIO/ELBA,B-156,COX,14,"3,00",PC
GM5108,ANEL ESCAPAMENTO VEC/CORSA/UNO/CELTA,B-134,COX,10,"18,00",PC
JP509,ANEL ESCAPAMENTO VECTRA 2.0/2.2 16V -FERRO-,B-133,COX,4,"19,50",PC
JP234,COXIM,,COX,0,"10,00",PC
KX123057,COXIM CAMBIO AMAROK MANUAL,,COX,0,"450,00",PC
JP227,COXIM ESCAP 206 CENTRAL,B-180,COX,4,"6,50",PC
269MB101,COXIM ESCAP CHEVETTE/CHEVY /94 MARAJO /89 TRAS,D-170,COX,0,"2,63",PC
3717,COXIM ESCAP CHEVETTE/CHEVY/MARAJO,B-172,COX,0,"4,85",PC
907,COXIM ESCAP CIVIC INTERMEDIARIO,B-169,COX,1,"5,24",PC
269MB202,COXIM ESCAP CORCEL/DEL REY/PAMPA GRANDE,B-167,COX,13,"21,00",PC
269MB203,COXIM ESCAP CORCEL/DEL REY/PAMPA PEQUENO,B-168,COX,10,"14,00",PC
269MB1110,COXIM ESCAP CORSA 94/01 TIGRA 98 TRAS,B-161,COX,6,"7,00",PC
269MB1111,COXIM ESCAP CORSA INTERMED,,COX,0,"3,37",PC
258K30433,COXIM ESCAP CORSA TDS -2 COXINS-,D-219,COX,0,"7,17",PC
269MB258,COXIM ESCAP COURIER/KA 97/ TRAS,B-174,COX,3,"7,35",PC
258K20488,COXIM ESCAP ESCORT -02 COXINS-,D-81,COX,0,"10,98",PC
MB208,COXIM ESCAP ESCORT DIANT,,COX,0,"4,66",PC
269MB207,COXIM ESCAP ESCORT/VERONA /92 HOBBY 93/96 TRAS,B-169,COX,1,"11,55",PC
1017,COXIM ESCAP FIAT 147 GANCHO,B-153,COX,0,"12,22",PC
1014,COXIM ESCAP FIAT 147 TRASEIRO,B-154,COX,0,"6,67",PC
258K20486,COXIM ESCAP FIESTA 96/ KIT 2 COXINS,D-122,COX,0,"7,30",PC
258K20469,COXIM ESCAP FIESTA/COURIER -2 COXINS-,D-121,COX,0,"21,23",PC
269MB270,COXIM ESCAP FIESTA/KA 96/99 ESCORT 97/00,B-175,COX,23,"8,40",PC
MB257,COXIM ESCAP FIESTA/KA DIANTEIRO,B-166,COX,15,"7,00",PC
269MB459,COXIM ESCAP FIORINO/PICK UP 97/ CENTRAL,B-153,COX,6,"7,35",PC
106950,COXIM ESCAP FOCUS,B-154,COX,2,"8,49",PC
269MB332,COXIM ESCAP GOL/PARAT/SAVEIR/PASSAT CARRETEL,D-304,COX,3,"7,00",PC
07075,COXIM ESCAP GOL/PARATI/SAVEIRO GIII TRAS,B-162,COX,5,"16,00",PC
4863,COXIM ESCAP GOL/PARATI/SAVEIRO/PASSAT,B-159,COX,44,"4,00",PC
764027,COXIM ESCAP INTERMEDIARIO CLIO 99/,B-160,COX,1,"10,17",PC
269MB109,COXIM ESCAP KADETT/MONZA /98 CORSA 95/ TRAS,B-165,COX,0,"7,00",PC
258K30039,COXIM ESCAP MONZA 82/ -1 COXINS / 2 ANEL,,COX,0,"4,37",PC
269MB104,COXIM ESCAP MONZA 82/90 TRAS,B-164,COX,1,"5,50",PC
269MB102,COXIM ESCAP MONZA/KADETT/IPANEMA /98 CENTRAL,B-164,COX,5,"7,28",PC
258K30040,COXIM ESCAP OMEGA TDS -2 COXINS-,D-218,COX,0,"7,10",PC
269MB1115,COXIM ESCAP OMEGA/VECTRA INTERMED,,COX,0,"3,14",PC
269MB451,COXIM ESCAP PALIO 96/ SIEN/STRADA 99/ CENTRAL,B-170,COX,8,"6,62",PC
269MB452,COXIM ESCAP PALIO 96/ SIENA 98/00 STRADA 99/ TRAS,B-158,COX,17,"5,50",PC
258K10489,COXIM ESCAP PALIO TDS -2 COXINS-,D-49,COX,0,"5,92",PC
269MB453,COXIM ESCAP PALIO/SIENA 97/ DOBLE 02/ TRAS,D-51,COX,0,"6,18",PC
1122,COXIM ESCAP RENAULT,B-179,COX,0,"21,83",PC
MB1119,COXIM ESCAP S10/BLAZER CENTRAL,B-160,COX,3,"26,25",PC
81167,COXIM ESCAP SPRINTER TRAS,B-160,COX,4,"12,13",PC
MB451B,COXIM ESCAP STRADA/SIENA 98/ PALIO 96 TRASEIRO,B-157,COX,33,"7,00",PC
211753,COXIM ESCAP TRAS STILO 01/... 1.8 16V/2.4 16V,B-153,COX,3,"33,60",PC
269MB449,COXIM ESCAP TRAS TEMPRA/TIPO,D-172,COX,0,"5,34",PC
1022,COXIM ESCAP UNO/ELBA/PREMIO /96 FIORIN 88/ TRAS,B-155,COX,15,"7,35",PC
1010,COXIM ESCAP UNO/PREMIO/ELBA DIANTEIRO,B-152,COX,15,"5,00",PC
JP318,COXIM ESCAPAMENTO ONIX/COBALT/PRISMA/SPIN DIANT,B-179,COX,3,"15,00",PC
JP317,COXIM ESCAPAMENTO ONIX/COBALT/PRISMA/SPIN INTERMED,B-179,COX,6,"15,00",PC
JP230,COXIM ESCAPE GOL INTERMEDIARIO,B-173,COX,2,"9,50",PC
JP244,COXIM ESCAPE GOLF TRAS,B-168,COX,3,"33,00",PC
JP220,COXIM ESCAPE UNO/PALIO/STRADA INTERMEDIARIO,B-171,COX,30,"8,00",PC
JP334,COXIM ESCAPE XSARA PICASSO,B-172,COX,2,"21,00",PC
ACX04003,COXIM MOTOR C4 2.0 L.D,,COX,0,"408,68",PC
KX71764D,COXIM MOTOR COROLLA 08/13 L.D,,COX,0,"598,50",PC
MB4446,COXIM MOTOR LINEA/PUNTO E-TORQ 1.6/1.8 16V,D-138,COX,1,"399,00",PC
MB4447,COXIM MOTOR LINEA/PUNTO E-TORQ L.D,,COX,0,"315,00",PC
MB1185,COXIM MOTOR VECTRA 97/05 L.D,,COX,0,"530,00",PC
JP029,HASTE ESCAPAMENTO SANTANA/PAR/SAVEIRO,D-304,COX,0,"5,00",PC
3222,JUNTA ESCAP INTERMEDIARIO FIESTA/COUR ZETEC,B-125,COX,0,"3,34",PC
02846737-PAK,JUNTA ESCAP.PASSAT 1.5,B-169,COX,0,"4,37",PC
JL57125,JUNTA ESCAPAMENTO 206/208/307/C3,,COX,0,"54,60",PC
02810921,JUNTA ESCAPAMENTO CHEVETTE,B-127,COX,0,"7,31",PC
02810922,JUNTA ESCAPAMENTO CHEVETTE,B-112,COX,1,"16,00",PC
02811237,JUNTA ESCAPAMENTO CORCEL 1.6 OCULOS,B-129,COX,2,"7,28",PC
02811822,JUNTA ESCAPAMENTO CORCEL CHT,B-117,COX,1,"7,28",PC
JP419ME,JUNTA ESCAPAMENTO CORSA/CELTA/PRISMA/OMEGA,B-114,COX,0,"14,00",PC
02870863,JUNTA ESCAPAMENTO D10 PERKINS GAXETA,B-180,COX,2,"7,28",PC
JP428ME,JUNTA ESCAPAMENTO DOBLO/BRAVA,B-115,COX,0,"17,50",PC
JP424ME,JUNTA ESCAPAMENTO ESCORT/LOGUS/VERONA,B-107,COX,5,"22,00",PC
11520S,JUNTA ESCAPAMENTO ESCORT/VER/POINTER MT AP 94/...,B-124,COX,0,"3,75",PC
02871263,JUNTA ESCAPAMENTO F4000,B-181,COX,2,"5,45",PC
02851521,JUNTA ESCAPAMENTO FIAT PREMIO,B-130,COX,0,"9,45",PC
02840322,JUNTA ESCAPAMENTO FIAT/UNO/PREMIO/ELBA,B-127,COX,18,"16,00",PC
JP434ME,JUNTA ESCAPAMENTO GOL,B-120,COX,5,"13,00",PC
377253115D,JUNTA ESCAPAMENTO GOL 1.0 AT 8/16V 97/...,B-124,COX,0,"12,60",PC
JP410ME,JUNTA ESCAPAMENTO GOL 1000 8V MOTOR AT EFI 94/97,B-124,COX,8,"13,50",PC
JP437ME,JUNTA ESCAPAMENTO GOL/FOX/KOMBI,B-119,COX,0,"16,00",PC
377253315D,JUNTA ESCAPAMENTO GOL/PARATI AT 1.0 16V 97/...,B-116,COX,3,"10,50",PC
JP409ME,JUNTA ESCAPAMENTO GOL/PARATI/SAVEIRO GER III ESCAP,B-123,COX,14,"18,00",PC
JP467ME,JUNTA ESCAPAMENTO GOLF,B-109,COX,4,"17,00",PC
02810822,JUNTA ESCAPAMENTO MONZA1.6/1.8,B-128,COX,0,"22,00",PC
JP411ME,JUNTA ESCAPAMENTO PALIO,B-131,COX,8,"16,00",PC
3319,JUNTA ESCAPAMENTO PALIO 1.8,B-125,COX,0,"3,04",PC
204110,JUNTA ESCAPAMENTO PALIO/SIENA/DOBLO MT 1.0 16V,B-121,COX,4,"13,65",PC
JP404ME,JUNTA ESCAPAMENTO PASSAT 1.8,B-118,COX,10,"17,50",PC
JP461ME,JUNTA ESCAPAMENTO TEMPRA/TIPO,B-113,COX,1,"10,50",PC
99356,JUNTA ESCAPAMENTO UNO/PALIO FIRE 1.0/1.3 8V,B-108,COX,5,"16,06",PC
JP429ME,JUNTA ESCAPAMENTO UNO/PALIO/STRADA 55MM,B-126,COX,9,"16,00",PC
02813321,JUNTA ESCAPAMENTO WILLIS 6 CIL,B-181,COX,1,"4,40",PC
JP302JP303,MOLA ESCAPAMENTO CORSA/VECTRA INTER,B-140,COX,7,"15,00",PC
JP303,MOLA ESCAPAMENTO VECTRA INTER,B-140,COX,0,"10,50",PC
344,PARAFUSO ESCAPAMENTO CORSA,B-141,COX,2,"23,00",PC
JP702,PARAFUSO ESCAPAMENTO UNO/MONZA,B-138,COX,0,"18,00",PC
343,PARAFUSO ESCAPAMENTO VECTRA,B-139,COX,8,"30,00",PC
JP367,SAPATA ELEVADOR REDONDA 120MM,,COX,1,"76,65",PC
43685,SUPORTE ESCAPAMENTO UNO,B-153,COX,3,"15,75",PC
CRZ54164,CRUZETA CARDAN DIANTEIRO L-200 93...,D-329,CRUZE,0,"58,70",PC
5641X,CRUZETA CARDAN F250 4X2 99/,D-333,CRUZE,0,"315,00",PC
1106,CRUZETA CARDAN FRONTIER,D-333,CRUZE,0,"133,40",PC
10015,CRUZETA CARDAN HILUX DIANTEIRO,,CRUZE,0,"84,89",PC
14271,CRUZETA CARDAN TOWNER,D-333,CRUZE,0,"54,57",PC
CRZ51164,CRUZETA CARDAN TRASEIRO L-200 93...,D-333,CRUZE,0,"60,64",PC
5153X,CRUZETA D10/F1000 | CARDAN DIANT HILUX 05/,D-327,CRUZE,4,"80,00",PC
5160X,CRUZETA F4000/CAM CHEVROLET,D-326,CRUZE,2,"99,00",PC
5275XS,CRUZETA F4000/DODGE RAM SEMI EIXO DIANT,D-328,CRUZE,0,"104,99",PC
NUJ273,CRUZETA F4000/F350/D20 S10/RANGER,D-328,CRUZE,4,"85,00",PC
5273X,CRUZETA F4000/F350/D20 S10/RANGER/HILUX,D-328,CRUZE,0,"136,50",PC
10322,CRUZETA L200 TRITON 08/ 30MM ELO X 101MM,D-334,CRUZE,0,"199,50",PC
5310X,CRUZETA OPALA/CHEVETTE 74/ PAMPA 4X4,D-325,CRUZE,0,"53,15",PC
5618X,CRUZETA RANGER 4X4 4X2 95/98 F1000 4X2 95/98,C-226,CRUZE,0,"207,85",PC
1560,CRUZETA TRACAO DIANT L200 4X4 - PEQUENA,D-326,CRUZE,0,"125,69",PC
93269792,GRAMPO CRUZETA CARDAN D20/D10/SILVERADO/OPA/CHEV,D-333,CRUZE,0,"17,80",UN
8C354A254AA,GRAMPO CRUZETA F250,D-333,CRUZE,0,"24,25",PC
04645C,LUVA PINHAO DIFERENCIAL D20 30 DENTES,C-206,CRUZE,0,"409,50",PC
TRC18003,TRIZETA,,CRUZE,1,"103,99",PC
AL55,TRIZETA,,CRUZE,0,"220,00",PC
TRC03507,TRIZETA BRAVO 1.4 LINEA 1.8 /2012...,D-323,CRUZE,1,"130,00",UN
513350XD,TRIZETA CAMBIO CORCEL /81,C-226,CRUZE,0,"76,82",PC
513345XD,TRIZETA CAMBIO CORCEL 81/ 513340X,D-323,CRUZE,0,"49,35",PC
513335XD,TRIZETA CAMBIO DO FIAT 513330X,D-323,CRUZE,0,"127,89",PC
TC036,TRIZETA CAMBIO FIAT 147/UNO/ELBA/FIORINO,D-324,CRUZE,0,"48,28",PC
5135020XD,TRIZETA CAMBIO PALIO/SIENA/WEEK/STRADA 96/,D-323,CRUZE,2,"95,00",PC
AL951,TRIZETA CLIO/KANGOO/LOGAN/SANDERO/MEGANE 22/30MM,D-326,CRUZE,2,"126,43",PC
AL954,TRIZETA COROLLA /02,,CRUZE,0,"132,30",PC
AL874,TRIZETA COROLLA 1.8 03/ 23 DENTES,D-325,CRUZE,0,"107,76",PC
AL30,TRIZETA COROLLA AUTOMAT 03/ FOCUS/ECO 2.0 03/ 23D,D-326,CRUZE,0,"147,00",PC
AL26,TRIZETA FIESTA IMP 95 ESCORT ZETEC 97/ 22 DENTES,D-323,CRUZE,0,"105,66",PC
5075869,TRIZETA FIESTA/ECOSPORT/COURIER 1.0/1.6 ZETEC,D-323,CRUZE,1,"115,00",PC
AL532,"TRIZETA FOCUS 2.0 16V 10/ 24 DENTES / 41,5MM ELO",D-326,CRUZE,0,"233,31",PC
AL57,TRIZETA FOCUS/CIVIC/FIT/CRUZE/C4/TORO 23 DENTES,D-326,CRUZE,1,"260,00",PC
AL52,TRIZETA FUSION 33 DENTES,,CRUZE,0,"325,00",PC
115045,TRIZETA HOMOCINETICA KA/FIESTA/COURIER MT ENDURA,D-325,CRUZE,0,"54,57",PC
TRC39001,TRIZETA L200 25 DENTES,,CRUZE,0,"126,00",PC
TZP0501,TRIZETA ONIX/PRISMA/206 22 DENTES ELO 32MM PERFECT,D-326,CRUZE,0,"63,00",PC
AL952,TRIZETA ONIX/PRISMA/206/C3/FIT/CIVIC,D-326,CRUZE,1,"135,00",PC
TRC03506,TRIZETA PALIO 1.0/1.3/1.4 06/09 IDEA 1.4 06/,D-323,CRUZE,3,"115,00",PC
AL625,TRIZETA PALIO/PUNTO 1.4 09/ FLEX,D-323,CRUZE,3,"111,00",PC
46308126,TRIZETA PALIO/STRADA/BRAVO/GRANDSIENA ORIGINAL,,CRUZE,0,"745,50",PC
TZP0113,TRIZETA PALIO/WEEK/SIENA/STRADA E-TORQ,D-323,CRUZE,0,"133,35",PC
AL589,TRIZETA PALIO/WEEK/SIENA/STRADA E-TORQ | 26 DENTES,D-324,CRUZE,1,"235,00",PC
AL949,TRIZETA SCENIC/RENAULT MASTER/LAGUNA 25 DENTES,,CRUZE,0,"151,59",PC
TZP0704,TRIZETA TRACAO HILUX 16/ TORO/COMP/RENEG DIESEL,,CRUZE,0,"240,00",PC
AL642,TRIZETA UNO 92/ PALIO 96/ UNO FIRE,D-324,CRUZE,3,"108,00",PC
27786,TULIPA COROLLA 03/ 20X23,,CRUZE,0,"577,50",PC
9120,TULIPA COROLLA 03/ 23X34,F-109,CRUZE,0,"367,50",PC
BE3M3M104A,TULIPA SEMI EIXO CORCEL AL08,F-109,CRUZE,1,"469,16",PC
NKF8054,CUBO RODA DIANT 206/207/C3/HOGGAR S/ABS,,CUBO,0,"200,00",PC
CD20A,CUBO RODA DIANT A/C/D-10 79/84,C-225,CUBO,0,"193,03",PC
NKF8072,CUBO RODA DIANT ASTRA/VECT/ZAFIRA/5 FUROS/COM ABS,C-225,CUBO,0,"651,00",UN
CRC04010,CUBO RODA DIANT ASTRA/VECT/ZAFIRA/5 FUROS/SEM ABS,,CUBO,0,"294,00",PC
56716302,CUBO RODA DIANT ASTRA/VECTRA/MERIVA C/ABS 4 FUROS,,CUBO,0,"700,00",PC
AL501,CUBO RODA DIANT ASTRA/ZAFIRA 99/ VECTRA 05/ S/ABS,C-227,CUBO,1,"320,00",PC
NKF8048,CUBO RODA DIANT ASTRA/ZAFIRA 99/ VECTRA 05/ S/ABS,C-227,CUBO,0,"362,25",PC
12789,CUBO RODA DIANT CAPTIVA C/ABS,,CUBO,0,"850,50",PC
HFCD700,CUBO RODA DIANT CIVIC 98/,C-225,CUBO,0,"99,75",PC
CRC18052,CUBO RODA DIANT CLIO 1.0/1.6 98/17 37MM,,CUBO,0,"147,00",PC
87EU1104AA,CUBO RODA DIANT CORCEL/PAMPA/BELINA,C-225,CUBO,0,"114,66",PC
HFCD23B,CUBO RODA DIANT CORSA II/MONTANA/MERIVA,C-223,CUBO,0,"64,05",PC
AL99,CUBO RODA DIANT CORSA/AGILE/CELTA 4 FUROS,C-225,CUBO,3,"103,00",PC
HFCD21,CUBO RODA DIANT D10/D20 85/92,,CUBO,0,"138,78",PC
HFCD56,CUBO RODA DIANT D20 93/96 SILVERADO,,CUBO,0,"157,79",PC
10362,CUBO RODA DIANT DODGE RAM 09/ 4X4,,CUBO,0,"2425,50",PC
AL01,CUBO RODA DIANT ESC/VERON /92 HOBBY FORJAD,C-225,CUBO,0,"74,14",PC
AL09,CUBO RODA DIANT ESC/VERONA/COURIER/LOGUS,C-225,CUBO,0,"87,66",PC
FWB0791,CUBO RODA DIANT ETIOS 1.3/1.5 13/ C/ABS L.E,,CUBO,0,"630,00",PC
CR31047C,CUBO RODA DIANT F250/F4000 06/ 4X4 C/ABS,,CUBO,0,"1236,13",PC
26231404,CUBO RODA DIANT FIAT 147/UNO/PREMIO/FIORINO/STRADA,C-224,CUBO,0,"60,67",PC
HFCD31,CUBO RODA DIANT FIAT 147/UNO/PREMIO/FIORINO/STRADA,C-224,CUBO,3,"90,00",PC
AL11,CUBO RODA DIANT FIESTA/ECOSPORT/FOCUS,C-225,CUBO,0,"78,59",PC
HFCD31A,CUBO RODA DIANT FIORINO/STRADA/PALIO ADV 96/,C-224,CUBO,2,"105,00",PC
AL772,CUBO RODA DIANT FRONTIER 2.5 08/ 4X4,,CUBO,0,"1038,01",PC
AL771,CUBO RODA DIANT FRONTIER 4X2 08/ C/ABS,C-227,CUBO,1,"954,68",PC
ZBA407615,CUBO RODA DIANT GOL/PASSAT/SAVEIRO/PARATI/VOY,C-225,CUBO,3,"95,00",PC
26228403,CUBO RODA DIANT GOLF 95 POLO CLASSIC 98,,CUBO,0,"55,68",PC
AL926,CUBO RODA DIANT GOLF 98/ C/ABS,C-225,CUBO,0,"290,00",PC
AL804,CUBO RODA DIANT GOLF/POLO CLASSIC 94/98,,CUBO,0,"87,85",PC
NKF8081,CUBO RODA DIANT HILUX 05/ MANCAL+ROLAMENTO,C-226,CUBO,1,"440,00",PC
HFCD512B,CUBO RODA DIANT HILUX 16/ C/ABS MANCAL+ROL,,CUBO,0,"414,75",PC
HFCD512,CUBO RODA DIANT HILUX 16/ C/ABS S/ROL,,CUBO,0,"209,12",PC
713610610,CUBO RODA DIANT JETTA 2.5 06/ 2.0 200CV 11/,C-225,CUBO,0,"560,00",PC
AL777,CUBO RODA DIANT L200 TRITON 08/,,CUBO,0,"682,50",PC
AL98,CUBO RODA DIANT MONZA/KADET/VECTRA (90251816),C-223,CUBO,0,"63,00",PC
NKF8288,CUBO RODA DIANT ONIX 19/ C/ABS,,CUBO,0,"600,00",PC
AL773,CUBO RODA DIANT PALIO 1.8 09/,C-224,CUBO,1,"110,00",PC
HFCD38,CUBO RODA DIANT PALIO/SIENA 96/ UNO MILLE,C-224,CUBO,4,"93,00",PC
CR11853C,CUBO RODA DIANT POLO S/ABS 02...,C-224,CUBO,0,"367,50",PC
FWB0080,CUBO RODA DIANT POLO/FOX/SPACEFOX C/ABS 5 FUROS,C-223,CUBO,0,"278,25",PC
CRC04024,CUBO RODA DIANT PRISMA/COBALT/ONIX/SONIC/SPIN /18,,CUBO,0,"132,30",PC
AL41,CUBO RODA DIANT RANGER 4X4 01/ S/ ABS 5 FUROS,C-225,CUBO,0,"606,04",PC
HFCD16E,CUBO RODA DIANT RANGER 95/ C/GAIOLA PASSANTE,,CUBO,0,"724,50",PC
6L5Z1104B,CUBO RODA DIANT RANGER 98...4X4 ABS,C-226,CUBO,0,"735,00",PC
AL174,CUBO RODA DIANT S10 2.5/2.8 16/ 33 DENTES 6 FUROS,C-225,CUBO,1,"1200,00",PC
AL507,CUBO RODA DIANT S10 C/FREIO ABS,C-225,CUBO,3,"780,00",PC
102029,CUBO RODA DIANT S10 C/FREIO ABS,C-225,CUBO,0,"1144,50",PC
CRC04015,CUBO RODA DIANT S10/BLAZER 4X4 98/11 S/ABS,C-226,CUBO,0,"395,85",PC
