Produto,Descrição,Localização,Código Família,Quant. Estoque,Preço Venda,Unidade
5W40SM,OLEO MOTOR SINTETICO SL5W40 PETROL,,LUBRI,0,"29,40",LT
URSA5L,OLEO PARA MOTOR DIESEL 15W40 PLUS GALAO 5L PETROL,,LUBRI,0,"119,15",PC
URSA4L,OLEO PARA MOTOR DIESEL 15W40 SAE40 PLUS GALAO 4L,,LUBRI,0,"114,93",GL
3504149,OLEO TQMSP3,,LUBRI,0,"88,43",LT
CD120041,OLEO TRANSMISSAO AUTOMATICA ASX,,LUBRI,0,"91,04",PC
ATFTQD,OLEO TRANSMISSAO AUTOMATICA/DIR HID CASTROL,,LUBRI,0,"87,32",PC
FQ4*,OTIMIZADOR DE COMBUSTIVEL 100 - ML FQ4 *BALCAO*,FRENTE*,LUBRI,8,"23,10",PC
FQ4,OTIMIZADOR DE COMBUSTIVEL 200 - ML FQ4 *OFICINA*,CAIXA NOS FUNDOS,LUBRI,12,"52,50",PC
110002,QUEROSENE LITRO,G-67,LUBRI,175,"35,00",PC
1080SG200,REVITALIZADOR LIQUIDO PAINEIS AC DELCO 200G,,LUBRI,0,"16,87",PC
63800,SILICONE LIQUIDO PAINEL AC DELCO 100ML,,LUBRI,0,"16,93",PC
CAR2033,SILICONE SPRAY 300ML CAR+ LAVANDA,E-170/1/2,LUBRI,0,"17,85",PC
ORBI245,SILICONE SPRAY 300ML ORBI FRAGRANCIA *CARRO NOVO*,E-170/1/2,LUBRI,0,"17,33",PC
SILCAR80,SILICONE SPRAY CAR80 *LAVANDA*,,LUBRI,6,"22,50",PC
SOLUPAN,SOLUPAN 1L **********AZUL**********,,LUBRI,36,"21,00",PC
THINNER,THINNER 900ML,G-68,LUBRI,76,"35,00",PC
NV131,VARETA OLEO MOTOR CORSA 97/ CELTA,E-COMEÇO,LUBRI,0,"36,02",PC
BF8T6750AA,VARETA OLEO MOTOR F250,,LUBRI,0,"132,30",PC
55227365,VARETA OLEO STRADA/PALIO 1.4,,LUBRI,0,"57,75",PC
XISPA,XISPA 1L **********ROXO**********,,LUBRI,40,"21,00",PC
400785,CONEXAO INF RADIADOR FOX/POLO/SPACEFOX,I-14,MANGU,3,"66,00",PC
201035,CONEXAO MANGUEIRA RADIADOR STILO 1.8 8V,I-50,MANGU,1,"66,00",PC
51770824,CONEXAO MANGUEIRA STRADA/PALIO 1.8/8V INF RADIADOR,J-17,MANGU,0,"83,08",PC
113100,JOGO MANGUEIRA FIESTA 1.0 02/06 RESPIRO MOTOR,J-16,MANGU,1,"59,37",JG
8509006,MANG INF RAD PEUGEOT 307,,MANGU,0,"100,00",PC
1338118,MANG.SUP.RADIADOR ASTRA 1.8/2.0 MPFI 00/04,,MANGU,0,"22,63",PC
165776S300,MANGUEIRA,,MANGU,0,"361,67",PC
52030882,MANGUEIRA,,MANGU,0,"105,00",PC
1SB121051,MANGUEIRA,,MANGU,0,"178,50",PC
55507810,MANGUEIRA,,MANGU,0,"630,00",PC
BB3Q8K512BD,MANGUEIRA,,MANGU,0,"287,80",PC
GN1Z8286AC,MANGUEIRA,,MANGU,0,"390,00",PC
8V2118K579CA,MANGUEIRA,,MANGU,0,"120,00",PC
MM6051,MANGUEIRA 206 1.6 SUPERIOR RADIADOR,,MANGU,0,"80,00",PC
39664,MANGUEIRA 206 INFERIOR RESERVATORIO,,MANGU,0,"130,00",PC
94631597,MANGUEIRA A20/C20/D20 85/ DIRECAO HIDRAULICA,I-33,MANGU,1,"106,72",PC
52082553,MANGUEIRA AGILE/CORSA/CLASSIC 10/ AQUECEDOR,,MANGU,0,"154,35",PC
52143367,MANGUEIRA AGILE/MERIVA RESPIRO TANQUE,,MANGU,0,"133,50",PC
52099740,MANGUEIRA AGILE/MONTANA 1.4 09/ AR QUENTE C/RAMIF,J-11,MANGU,1,"145,00",PC
52030880,MANGUEIRA AGILE/MONTANA INFERIOR RADIADOR,,MANGU,0,"189,00",UN
3199,MANGUEIRA ANTI CHAMA GOL 1.6/1.8 95...,,MANGU,0,"31,82",PC
409499,MANGUEIRA ANTICHAMA FOX/GOL/VOYAGE FLEX 08...,,MANGU,0,"63,00",PC
1339566,MANGUEIRA AQUECEDOR CORSA 16V,,MANGU,0,"55,00",PC
51844994,MANGUEIRA AR CONDICIONADO,,MANGU,0,"493,50",PC
4646,MANGUEIRA ASTRA 99/ ENTRADA AQUECEDOR,,MANGU,0,"110,25",PC
4717,MANGUEIRA ASTRA 99/ SAIDA AQUECEDOR,,MANGU,0,"110,25",PC
311010,MANGUEIRA ASTRA 99/ VECTRA 06/ CORPO BORB-FILTROAR,J-8,MANGU,0,"47,25",PC
93267024,MANGUEIRA ASTRA 99/ VECTRA 06/ SUP RADIAD,,MANGU,0,"84,00",PC
21192,MANGUEIRA ASTRA 99/ ZAFIRA 01/ S/AR SUP RAD,J-8,MANGU,0,"34,65",PC
302074,MANGUEIRA ASTRA 99/ ZAFIRA 98/ FILTRO AR,,MANGU,0,"47,25",PC
93384703,MANGUEIRA ASTRA AR QUENTE,,MANGU,0,"140,95",PC
93376818,MANGUEIRA ASTRA VALVULA TERMOST. AO AR QUENTE,,MANGU,0,"108,78",PC
90467511,MANGUEIRA ASTRA VECTRA 16V 97..PRE-AQUEC. VENTIL.,,MANGU,0,"27,48",PC
0307062,MANGUEIRA ASTRA/MONZA/KADET/VECTRA RESPIRO MOTOR,,MANGU,0,"21,39",PC
93363776,MANGUEIRA ASTRA/ZAFIRA 01/ COMBUST SAIDA FLAUTA,,MANGU,0,"231,76",PC
21195,MANGUEIRA ASTRA/ZAFIRA 1.8/2.0 8/16V S/ACD INFERIO,J-15,MANGU,0,"35,27",PC
4709*,MANGUEIRA ASTRA/ZAFIRA 16V SAIDA TUBO RIGIDO,,MANGU,0,"126,00",PC
93387180,MANGUEIRA ASTRA/ZAFIRA 2.0 16V COL A BOMBA D AGUA,,MANGU,0,"303,19",PC
20557,MANGUEIRA ASTRA/ZAFIRA 99/ VECTRA 06/ RADIADOR,J-8,MANGU,1,"30,00",PC
0307344,MANGUEIRA BELINA/CORCEL COLETOR A BOMBA D AGUA,,MANGU,0,"10,92",PC
311669,MANGUEIRA BLAZER/S10 2.4 07/ FILTRO AR,J-6,MANGU,0,"302,95",PC
309168,MANGUEIRA BLAZER/S10 95/00 2.2 EFI RESPIRO MOTOR,,MANGU,0,"43,38",PC
7721312330,MANGUEIRA BOCAL COROLLA,,MANGU,0,"390,00",PC
5Z0201153,MANGUEIRA BOCAL TANQUE FOX,J-12,MANGU,2,"60,00",UN
7201,MANGUEIRA BOCAL TANQUE UNO/147/PREMIO 85/,J-12,MANGU,1,"42,07",PC
112062,MANGUEIRA BOMBA COMB PONTAS DIFERENTES,E-121,MANGU,0,"18,90",PC
DS1507,"MANGUEIRA BOMBA COMB PONTAS DIFERENTES 7,5X9 260MM",E-121,MANGU,32,"25,00",PC
DS1506,"MANGUEIRA BOMBA COMB PONTAS IGUAIS 7,5X7,5 260MM",E-121,MANGU,3,"25,00",PC
20275,MANGUEIRA BOMBA COMBUSTIVEL 275 MM,E-121,MANGU,0,"18,94",PC
20330,MANGUEIRA BOMBA COMBUSTIVEL 330 MM,E-121,MANGU,0,"21,34",PC
20004,MANGUEIRA BOMBA D AGUA/COLETOR PASSAT .../85,I-177,MANGU,0,"26,72",PC
108944,MANGUEIRA BOMBA ELETRIC COMBUST VW/GM/FIAT/FOR,E-121,MANGU,0,"15,73",PC
F000TE1198,MANGUEIRA BOMBA ELETRICA BOSCH,,MANGU,1,"8,14",PC
MGH002,MANGUEIRA BOMBA ELETRICA UNIVERSAL,E-121,MANGU,0,"14,07",PC
5034,MANGUEIRA BRANCA MOLA/RESPIRO OLEO,,MANGU,25,"11,00",MT
560080,MANGUEIRA C3/206/207 1.4 RESPIRO MOTOR,J-16,MANGU,1,"207,18",PC
560070,MANGUEIRA C3/C4/207/307/XSARA RESPIRO MOTOR,J-17,MANGU,1,"258,94",PC
1323C5,MANGUEIRA C4/307 2.0 16V RETORNO RADIADOR,,MANGU,0,"157,50",PC
0307001,MANGUEIRA CAMINHAO BRASIL SUPERIOR,,MANGU,0,"11,81",PC
52143365,MANGUEIRA CELTA 01/ RESPIRO TANQUE,,MANGU,0,"84,00",PC
21193,MANGUEIRA CELTA 01/ S/ACD SUPERIOR RADIADOR,J-8,MANGU,1,"46,20",PC
19038,MANGUEIRA CELTA 06/14 PRISMA 06/12 AQUECIMEN,,MANGU,0,"134,40",PC
22002*,MANGUEIRA CELTA 07/ SUPERIOR RADIADOR,J-9,MANGU,1,"35,00",PC
52037369,MANGUEIRA CELTA 10/ TUBO D AUGA,J-11,MANGU,0,"105,00",PC
21194,MANGUEIRA CELTA C/ACD SUPERIOR RADIADOR,J-8,MANGU,1,"41,99",PC
21197,MANGUEIRA CELTA TODOS INFERIOR RADIADOR,J-9,MANGU,2,"56,70",PC
300352,MANGUEIRA CELTA/CORSA/PRISMA 09/ ENTRADA AQUECED,,MANGU,0,"237,38",PC
C9018,MANGUEIRA CELTA/CORSA/PRISMA 09/ FILTRO AR,J-4,MANGU,2,"120,00",PC
52037370,MANGUEIRA CELTA/PRISMA 06/ AR QUENTE/RADIADOR,J-11,MANGU,0,"257,25",PC
3071,MANGUEIRA CELTA/PRISMA 07/ INFERIOR RADIADOR,J-9,MANGU,1,"95,00",PC
RB8160,MANGUEIRA CELTA/PRISMA AR QUENTE RAMIFICADA,J-11,MANGU,2,"99,00",PC
93288619,MANGUEIRA CELTA/PRISMA COLETOR/TUBO D AGUA,J-11,MANGU,0,"201,21",PC
0307022,MANGUEIRA CHEVETTE 73/77 ARREFECIMENTO,J-15,MANGU,0,"10,92",PC
0307020,MANGUEIRA CHEVETTE 73/85 SUPERIOR,I-128,MANGU,0,"10,91",PC
0307023,MANGUEIRA CHEVETTE 78/85 ARREFECIMENTO,I-175,MANGU,0,"7,93",PC
13358,MANGUEIRA COBALT/SPIN 1.4/1.8 AR QUENTE,J-11,MANGU,0,"168,00",PC
C9021,MANGUEIRA COBALT/SPIN FILTRO DE AR,J-4,MANGU,1,"175,00",PC
52114729,MANGUEIRA COBALT/SPIN/ONIX/PRISMA SUPERI RADIADOR,,MANGU,0,"126,00",PC
20870,MANGUEIRA COLETOR ADM AO TUBO CORSA EFI,J-15,MANGU,0,"27,99",PC
5MM,MANGUEIRA COMBUST INJECAO ELETR,A-INF,MANGU,153,"19,27",MT
7MM,MANGUEIRA COMBUST INJECAO ELETR,A-INF,MANGU,0,"19,95",MT
3MM,MANGUEIRA COMBUST INJECAO ELETR 3MM,A-INF,MANGU,29,"7,61",MT
991060,MANGUEIRA COMBUST LONADA 3MM (AVANCO),A-INF,MANGU,387,"9,00",MT
99016.5,MANGUEIRA COMBUST LONADA 5MM (SABO),A-INF,MANGU,263,"14,50",MT
"99024.7,5",MANGUEIRA COMBUST LONADA 7.5MM (SABO),A-INF,MANGU,384,"17,50",MT
"99013.9,0",MANGUEIRA COMBUST LONADA 9MM (SABO),A-INF,MANGU,68,"13,49",MT
52129210,MANGUEIRA COMPASS 2.0 FLEX INFERIOR RADIADOR,,MANGU,0,"1280,00",PC
50152875,MANGUEIRA COMPASS 2023 DIESEL INF RAD,,MANGU,0,"1600,00",PC
0307267,MANGUEIRA CORCEL I E II 1.6 SUPERIOR,J-5,MANGU,0,"9,90",PC
20236,MANGUEIRA CORCEL/BELINA CHT BOMBA D AGUA / TUBO,,MANGU,0,"28,34",PC
20200,MANGUEIRA CORCEL/BELINA/PAMPA 1.6 SUPERIOR RAD,J-14,MANGU,2,"27,96",PC
0307408,MANGUEIRA CORCEL/DEL REY/PAMPA ANTI CHAMA,,MANGU,0,"7,49",PC
84AU9K634A,MANGUEIRA CORCEL/GOL CHT DO CARBURAD -ALUMINIO,,MANGU,0,"25,47",PC
20233,MANGUEIRA CORCEL/PAMPA/BELINA COLETOR A BB DAGUA,,MANGU,0,"32,18",PC
958,"MANGUEIRA CORRUGADA ENCAPA FIO 15,80MM (METRO)",,MANGU,16,"5,25",MT
945,"MANGUEIRA CORRUGADA ENCAPA FIO 4,5MM (METRO)",,MANGU,9,"3,15",MT
944,"MANGUEIRA CORRUGADA ENCAPA FIO 6,90MM (METRO)",,MANGU,12,"3,15",PC
23447,MANGUEIRA CORSA 06/ ENTRADA AGUA AO COLETOR,,MANGU,0,"202,84",PC
308340,MANGUEIRA CORSA 1.0 94/ CORPO BORBOLETA,J-17,MANGU,1,"157,83",PC
21167,MANGUEIRA CORSA 1.0 94/ S/ACD RESERVATORIO,J-15,MANGU,0,"35,92",PC
MM7121,MANGUEIRA CORSA 1.0 INFERIOR RADIADOR,J-8,MANGU,1,"46,20",PC
MM7119,MANGUEIRA CORSA 1.0 SUPERIOR,J-11,MANGU,3,"33,00",PC
23442,MANGUEIRA CORSA 1.0/1.4/1.8 BOMBA D AGUA,J-8,MANGU,1,"154,57",PC
13047,MANGUEIRA CORSA 1.4 09/ CIRCULACAO AGUA C/RAMIFIC,,MANGU,0,"118,44",PC
311294,MANGUEIRA CORSA 16V RESPIRO MOTOR,,MANGU,0,"28,42",PC
20876,MANGUEIRA CORSA 94...TUBO A BOMBA D AGUA,J-16,MANGU,3,"31,50",PC
20875,MANGUEIRA CORSA 94/ CLASSIC C/AR COND SUPERIOR RAD,J-8,MANGU,3,"25,00",PC
20872,MANGUEIRA CORSA 94/ RETORNO AQUECEDOR S/ACD,J-8,MANGU,1,"24,21",PC
20839,MANGUEIRA CORSA 94/ TIGRA RESPIRO TANQUE COMB,J-12,MANGU,2,"47,25",PC
53813,MANGUEIRA CORSA 94/96 TAMPA VALVULA AO FILTRO AR,J-16,MANGU,2,"22,18",PC
304018,MANGUEIRA CORSA 96/98 8V VENTILACAO PRIMARIA,J-16,MANGU,4,"18,90",PC
40943,MANGUEIRA CORSA FILTRO AR C/SENSOR 90411727,,MANGU,0,"68,45",PC
MM8193,MANGUEIRA CORSA II 02/ CELTA 01/ BOCAL TANQUE,J-12,MANGU,1,"60,00",PC
300027,MANGUEIRA CORSA II 02/ RESPIRO TANQUE,,MANGU,0,"147,00",PC
93275535,MANGUEIRA CORSA TUBAGEM ADMISSAO/VALVULA,,MANGU,0,"27,17",PC
90466959,MANGUEIRA CORSA VENTILACAO,J-16,MANGU,4,"25,00",PC
C9008,MANGUEIRA CORSA/CELTA 03/ FILTRO AR S/FURO SENSOR,J-6,MANGU,1,"44,00",PC
301990,MANGUEIRA CORSA/CELTA 8V MPFI RESP TAMPA VALV,J-16,MANGU,3,"25,00",PC
51594,MANGUEIRA CORSA/CELTA 8V RESPIRO MOTOR AO BLOCO,J-16,MANGU,6,"15,75",PC
305227,MANGUEIRA CORSA/CELTA 99/ VENTILACAO PRIMARIA,J-16,MANGU,4,"10,50",PC
93281574,MANGUEIRA CORSA/CELTA/PRISMA RESPIRO TANQUE,,MANGU,0,"80,85",PC
52030395,MANGUEIRA CORSA/CLASSIC 09/14 AR QUENTE S/ACD,J-11,MANGU,0,"338,10",PC
308729,MANGUEIRA CORSA/MERIVA/MONTANA 1.0/1.4 02/ FILT-AR,,MANGU,0,"50,44",PC
93378100,MANGUEIRA CORSA/MONTANA 02/ AGILE ENTRAD AQUECED,J-11,MANGU,2,"110,00",PC
5555,MANGUEIRA CORSA/MONTANA 02/ AGILE ENTRAD AQUECED,J-11,MANGU,0,"126,06",PC
302020,MANGUEIRA CORSA/MONTANA 1.0/1.4/1.8 VENTIL/RESPIRO,J-8,MANGU,2,"55,00",PC
93231223,MANGUEIRA CORSA/PICK UP 1.0/1.4/1.6 PRIM VENT MOT,J-16,MANGU,1,"11,86",PC
96FB18K359BK,MANGUEIRA COURIER/FIESTA 96/99 ENDUR INFER RADIAD,,MANGU,0,"246,96",PC
96FB8B274AG,MANGUEIRA COURIER/FIESTA 96/99 ENDURA RADIADOR,,MANGU,0,"51,61",PC
1010*,MANGUEIRA CRISTAL OLEO,CHAO CHAO CHAO,MANGU,122,"4,94",MT
271,MANGUEIRA CRISTAL SILICONADA 5MM,A-INF,MANGU,343,"10,50",MT
MM8180,MANGUEIRA CRUZE 10/ INFERIOR RADIADOR,J-8,MANGU,0,"140,00",PC
MMB8182,MANGUEIRA CRUZE 10/ SUPERIOR RADIADOR C/BOCAL,J-8,MANGU,0,"144,00",PC
M7024,MANGUEIRA CRUZE 12/ INFERIOR RADIADOR,J-9,MANGU,0,"69,30",PC
95039027,MANGUEIRA CRUZE SAIDA AR QUENTE,,MANGU,0,"820,00",PC
1338934,MANGUEIRA CRUZE SUPERIOR RADIADOR,,MANGU,0,"250,00",PC
25192904,MANGUEIRA CRUZE/SONIC AQUECEDOR,,MANGU,0,"300,00",PC
0307030,MANGUEIRA D10 79/85 SUPERIOR,,MANGU,0,"22,79",PC
15408,MANGUEIRA D20 85/93 DIRECAO HIDRAULICA,,MANGU,0,"42,69",PC
003231,MANGUEIRA D20 DIRECAO HIDRAULICA /96,N-17,MANGU,2,"147,00",PC
023992,MANGUEIRA D20 RESF OLEO MOTOR,,MANGU,0,"131,25",PC
7184,MANGUEIRA D20 RETORNO TURBINA,,MANGU,0,"150,00",PC
0307033,MANGUEIRA D20 SUPERIOR,,MANGU,0,"33,70",PC
008723,MANGUEIRA D20/D40 93/...TURBINA AO FILTRO AR,,MANGU,0,"262,50",PC
52257114,MANGUEIRA D20/D40 93/97 RESERVATORIO DIR HIDRAULIC,J-11,MANGU,0,"132,46",PC
0307037,MANGUEIRA D20/D40 INFERIOR 85/87,,MANGU,0,"31,71",PC
20185,MANGUEIRA D80/D70/D60INFERIOR RADIADOR 83/95,J-17,MANGU,1,"25,98",PC
200025*,MANGUEIRA DOBLO 1.3 16V 02/ FILTRO AR,,MANGU,0,"203,68",PC
51834963,MANGUEIRA DOBLO 1.4 INFERIOR RADIADOR ORIGINAL,,MANGU,0,"99,22",PC
55201582,MANGUEIRA DOBLO 1.8 8V/16V FILTRO AR,,MANGU,0,"231,83",PC
51765297,MANGUEIRA DOBLO 1.8 SUPERIOR RADIADOR ORIGINALPC,,MANGU,0,"420,00",PC
52007682,MANGUEIRA DOBLO E-TORQ AR QUENTE,,MANGU,0,"300,00",PC
51901176,MANGUEIRA DOBLO E-TORQ INFERIOR RADIADOR,,MANGU,0,"350,00",PC
51847601,MANGUEIRA DOBLO E-TORQ SAIDA AQUECEDOR,,MANGU,0,"100,00",PC
51847600,MANGUEIRA DOBLO E-TORQ SUPERIOR RADIADOR,,MANGU,1,"350,00",PC
51748603,MANGUEIRA DOBLO/PALIO/STRADA 1.8 AQUECIMENTO,J-1,MANGU,0,"209,99",PC
5642,MANGUEIRA DOBLO/PALIO/STRADA 1.8 AQUECIMENTO,J-1,MANGU,1,"115,50",PC
113110,MANGUEIRA ECOS/FIESTA 02/ JOGO RESPIRO MOTOR,J-8,MANGU,2,"106,49",PC
CN158B081AD,MANGUEIRA ECOSPORT 03/12 SUPERIOR RADIADOR ORIGINL,,MANGU,0,"176,40",PC
2N158B274AD,MANGUEIRA ECOSPORT 2.0 DURATECH SUP RADIADOR,,MANGU,0,"190,00",PC
102108,MANGUEIRA ECOSPORT/FIESTA 02/07 RESPIRO VENT,J-8,MANGU,0,"21,04",PC
20008,MANGUEIRA ENTRADA AQUECIMENTO PASSAT,I-173,MANGU,0,"22,12",PC
20047,MANGUEIRA ENTRADA D AGUA AO AQUECEDOR GOL/PAR/VOY,,MANGU,0,"32,26",PC
118125,MANGUEIRA ESCORT 1.6/1.8 16V ZETEC FILTRO AR,,MANGU,0,"41,86",PC
0307320,MANGUEIRA ESCORT 83/86 SUPERIOR,,MANGU,0,"99,07",PC
0307321,MANGUEIRA ESCORT 83/96 SUPERIOR RADIADOR,,MANGU,0,"39,45",PC
84AU8260C,MANGUEIRA ESCORT 84/85 CHT SUPERIOR RADIADOR,J-15,MANGU,3,"83,13",PC
107921,MANGUEIRA ESCORT 97/99 16V INFERIOR RADIADOR,,MANGU,0,"105,97",PC
20231*,MANGUEIRA ESCORT CHT RADIADOR/BOMBA D AGUA,,MANGU,0,"26,34",PC
0307324,MANGUEIRA ESCORT TDS BOMBA D AGUA,,MANGU,0,"7,93",PC
0307322,MANGUEIRA ESCORT TDS INFERIOR,,MANGU,0,"11,90",PC
10055,MANGUEIRA ESCORT TUBO RESFR. A BOMBA DE OLEO,J-15,MANGU,1,"25,11",PC
107638,MANGUEIRA ESCORT ZETEC 16V 97/02 C/SENSOR SUPER,J-18,MANGU,0,"106,54",PC
20235,MANGUEIRA ESCORT/VERONA 1.8 SUPERIOR RADIADOR,J-9,MANGU,2,"41,12",PC
100542,MANGUEIRA ESCORT/VERONA CHT COLETOR/BOMB AGU,,MANGU,0,"13,18",PC
0307330,MANGUEIRA ESCORT/VERONA RADIADOR AO CABECOTE,,MANGU,0,"27,75",PC
0307311,MANGUEIRA F1000/F2000/F4000 MWM INFERIOR,,MANGU,0,"54,48",PC
0307310,MANGUEIRA F1000/F2000/F4000 MWM SUPERIOR,,MANGU,0,"13,87",PC
6C356C646/BB,MANGUEIRA F250 CUMMINS ELETRONICA INTERCOOLER,,MANGU,0,"1025,32",PC
35829,MANGUEIRA F250/F350/F4000 INTERCOOLER PEQUENA,J-18,MANGU,1,"189,00",PC
XC356C646CB,MANGUEIRA F250/F4000 MWM 6C INTERCOOLER ORIGINAL,,MANGU,0,"483,00",PC
1C356C646AA,MANGUEIRA F350 INTERCOOLER ADMISSAO,,MANGU,0,"577,92",PC
7C356C640AAN,MANGUEIRA F350 INTERCOOLER GRANDE,,MANGU,0,"654,89",PC
7C356C640BAN,MANGUEIRA F350 INTERCOOLER PEQUENA,,MANGU,0,"363,83",PC
7X10,MANGUEIRA FIACAO ELETRICA UNIVERSAL TUBULAR,A-183,MANGU,0,"7,36",PC
03010066,MANGUEIRA FIAT 1300 PANORAMA EUROPA SUP RADIADOR,J-15,MANGU,0,"15,21",PC
03010011,MANGUEIRA FIAT 147 INFERIOR RADIADOR,I-128,MANGU,0,"13,87",PC
03010072,MANGUEIRA FIAT 147 SUPERIOR --FORMATO EM L --,I-130,MANGU,0,"18,57",PC
03010010,MANGUEIRA FIAT 147 SUPERIOR --FORMATO EM S --,J-15,MANGU,1,"13,05",PC
20121,MANGUEIRA FIAT 147//UNO RESPIR MOTOR/BOMBA D AGU,I-174,MANGU,0,"16,51",PC
23203*,MANGUEIRA FIESTA /KA ENDURA RADIADOR AO RESERVATOR,J-13,MANGU,1,"105,50",PC
2S653E525GB,MANGUEIRA FIESTA 03/ RESERVATORIO DIRECAO HIDR,,MANGU,0,"220,00",PC
21234,MANGUEIRA FIESTA 1.0/1.6 99/ ZETEC INFERIOR RADIAD,J-13,MANGU,0,"63,00",PC
9S658B273AC,MANGUEIRA FIESTA 1.6 04/ INFERIOR RAD ORIGINAL,,MANGU,0,"325,50",PC
5602,MANGUEIRA FIESTA 1.6 99/ ZETEC INFERIOR RADIADOR,,MANGU,0,"140,49",PC
2S653F524BD,MANGUEIRA FIESTA SUPERCHARGER DIR HIDRAULICA,,MANGU,0,"346,50",PC
9486*,MANGUEIRA FIESTA/COURIER SUPERIOR RADIADOR,,MANGU,0,"125,92",PC
5065,MANGUEIRA FIESTA/ECOSPORT 1.6 FLEX 04/ INF RADIAD,J-10,MANGU,1,"157,50",PC
73198,MANGUEIRA FIESTA/ECOSPORT 1.6 ZETEC 05/ SUP RAD,J-10,MANGU,0,"72,00",PC
3765,MANGUEIRA FIESTA/ECOSPORT RESERVATORIO AO BLOCO,J-8,MANGU,4,"44,00",PC
112970,MANGUEIRA FIESTA/ECOSPORT TAMPA VALVULA/SEPARADOR,,MANGU,0,"36,94",PC
4130,MANGUEIRA FIESTA/KA CARCACA/ANTI CHAMA,J-8,MANGU,4,"28,00",PC
311758,MANGUEIRA FILTRO AR ASTRA/VECTRA/2006/...,J-19,MANGU,0,"180,00",UN
6292,MANGUEIRA FILTRO AR CORSA CELTA C/BOCAL SENSOR,J-6,MANGU,2,"45,00",PC
94701921,MANGUEIRA FILTRO AR CORSA/PRISMA 1.0 08/,,MANGU,0,"194,97",PC
51857970,MANGUEIRA FILTRO AR GRANDSIENA 1.6 16V 14/,,MANGU,0,"86,10",PC
J7BZ9B659E,MANGUEIRA FILTRO AR KA 1.5 DRAGON,,MANGU,0,"420,00",PC
7X0129627,MANGUEIRA FILTRO AR KOMBI 1.4 06/ FLEX,,MANGU,0,"178,50",PC
94732990,MANGUEIRA FILTRO AR MONTANA/ AGILE 2009/...,J-6,MANGU,0,"104,05",PC
39873,MANGUEIRA FILTRO AR PALIO/SIENA FIRE 01/ 51712916,,MANGU,0,"96,66",PC
213772,MANGUEIRA FILTRO AR PALIO/STRADA 1.8 8V 03/,,MANGU,0,"49,77",PC
C9019,MANGUEIRA FILTRO AR PRISMA 1.4 08/,J-4,MANGU,0,"87,15",PC
51975617,MANGUEIRA FILTRO AR TORO/RENEGADE/COMPASS 2.0,J-19,MANGU,1,"580,00",PC
118708,MANGUEIRA FOCUS 1.6 /05 INFERIOR RADIADOR,,MANGU,0,"320,00",PC
5659,MANGUEIRA FOCUS 1.6 03/ RESERVATORIO,,MANGU,0,"73,50",PC
5661,MANGUEIRA FOCUS 1.6 03/ SUPERIOR RADIADOR,,MANGU,0,"157,50",PC
BV6118K579YD,MANGUEIRA FOCUS 14/ ENTRADA AQUECEDOR,,MANGU,0,"420,00",PC
BV6118K580KK,MANGUEIRA FOCUS 14/ SAIDA AR QUENTE,,MANGU,0,"720,00",PC
4097,MANGUEIRA FOCUS SUPERIOR RADIADOR,,MANGU,0,"121,27",PC
BT4Z3A719D,MANGUEIRA FORD EDGE,,MANGU,0,"717,84",PC
5Z0122447D,MANGUEIRA FOX RESERVATORIO,,MANGU,0,"91,95",PC
73274,MANGUEIRA FOX/GOL/VOY/SAV G5/G5 INFERIOR RADIADOR,J-13,MANGU,2,"60,00",PC
032103493AA,MANGUEIRA FOX/GOL/VOY1.6 FLEX 08/RESPIRO MOTOR,J-7,MANGU,2,"77,00",PC
720001,MANGUEIRA FRONTIER 2.8 03/ MWM FILTRO AR (BORRACHA,J-18,MANGU,0,"351,83",PC
DG9Z18472V,MANGUEIRA FUSION 13/ SAIDA AQUECEDOR,,MANGU,0,"820,00",PC
DG9Z8A365E,MANGUEIRA FUSION RETORNO RESERVATORIO,,MANGU,0,"220,00",PC
51917570,MANGUEIRA G.SIENA/PALIO 1.6 16V E-TORQ SUP RAD,J-20,MANGU,0,"174,30",PC
036103493BK,MANGUEIRA GOL 02/ 1.0 8V FLEX ANTI CHAMA FILTRO AR,J-7,MANGU,5,"60,00",PC
21331,MANGUEIRA GOL 1.0 16V POWER SUPERIOR RADIADOR,J-14,MANGU,0,"51,46",PC
0303139,MANGUEIRA GOL 1.0 94/95 AE CFI SUP RADIADOR 20401,J-9,MANGU,2,"46,57",PC
20434,MANGUEIRA GOL 1.0 95... AE CFI SUP RADIADOR GAS,J-9,MANGU,0,"35,35",PC
400015,MANGUEIRA GOL 89/ RESPIRO,,MANGU,0,"11,33",PC
20402,MANGUEIRA GOL 95/ RESERVATORIO/BOCAL INF RADIADOR,J-16,MANGU,1,"38,85",PC
20030,MANGUEIRA GOL AE 89/94 SUPERIOR RADIADOR,J-8,MANGU,0,"46,16",PC
20435,MANGUEIRA GOL AP 1.6/1.8 B.DAGUA AO TUBO RIGIDO,J-16,MANGU,2,"20,00",PC
20012,MANGUEIRA GOL AP...94 TUBO RIGIDO/VALV.AR QUENTE,J-8,MANGU,2,"17,58",PC
036103493P,MANGUEIRA GOL AT 1.0 8V RESPIRO OLEO MOTOR,J-7,MANGU,2,"29,40",PC
036103493CK,MANGUEIRA GOL AT 16V ANTI CHAMA AO FILTRO AR,J-7,MANGU,1,"92,40",PC
0303112,MANGUEIRA GOL CHT 1.6 INFERIOR,,MANGU,0,"26,76",PC
